937D/A408,RSSI
1411801712309,-72
1411801712329,-72
1411801712677,-74
1411801712719,-74
1411801713171,-73
1411801713192,-73
1411801713749,-73
1411801713781,-73
1411801714089,-74
1411801714143,-74
1411801714445,-74
1411801714485,-74
1411801714814,-70
1411801714845,-70
1411801715608,-73
1411801715629,-73
1411801715848,-73
1411801715878,-73
1411801716564,-72
1411801716612,-72
1411801717312,-72
1411801717336,-72
1411801718500,-70
1411801718520,-70
1411801718690,-72
1411801718756,-72
1411801719407,-73
1411801719440,-73
1411801719809,-72
1411801719841,-72
1411801720476,-72
1411801720500,-72
1411801721248,-72
1411801721280,-72
1411801721548,-73
1411801721573,-73
1411801721919,-72
1411801721950,-72
1411801722374,-71
1411801722395,-71
1411801722622,-70
1411801722659,-70
1411801722967,-71
1411801722990,-71
1411801723713,-73
1411801723755,-73
1411801724744,-71
1411801724777,-71
1411801725101,-73
1411801725172,-73
1411801725532,-71
1411801725561,-71
1411801726150,-74
1411801726175,-74
1411801726869,-72
1411801727566,-72
1411801727591,-72
1411801728010,-71
1411801728059,-71
1411801728279,-72
1411801728333,-72
1411801728986,-71
1411801729023,-71
1411801729339,-73
1411801729370,-73
1411801730417,-70
1411801730438,-70
1411801730806,-72
1411801730827,-72
1411801731125,-73
1411801731164,-73
1411801731473,-71
1411801731505,-71
1411801732234,-73
1411801732258,-73
1411801732571,-74
1411801732610,-74
1411801732896,-70
1411801732933,-70
1411801733655,-72
1411801733686,-72
1411801733961,-71
1411801733994,-71
1411801734307,-72
1411801734327,-72
1411801735426,-72
1411801735460,-72
1411801735743,-73
1411801735782,-73
1411801736551,-72
1411801736570,-72
1411801736810,-73
1411801736847,-73
1411801737170,-72
1411801737204,-72
1411801738681,-75
1411801738710,-75
1411801738951,-73
1411801738994,-73
1411801739662,-72
1411801739685,-72
1411801740015,-71
1411801740046,-71
1411801740384,-74
1411801740429,-74
1411801743631,-71
1411801743651,-71
1411801744639,-73
1411801744674,-73
1411801745151,-71
1411801745194,-71
1411801745711,-74
1411801745877,-74
1411801746437,-74
1411801746475,-74
1411801746779,-71
1411801746810,-71
1411801747120,-71
1411801747143,-71
1411801747500,-72
1411801747520,-72
1411801748191,-72
1411801748216,-72
1411801749967,-73
1411801750315,-86
1411801750373,-86
1411801750689,-80
1411801751365,-73
1411801751392,-73
1411801751734,-72
1411801751760,-72
1411801752080,-73
1411801752105,-73
1411801752828,-79
1411801752849,-79
1411801753583,-83
1411801753611,-83
1411801754976,-90
1411801755033,-90
1411801755324,-72
1411801755345,-72
1411801755698,-73
1411801755729,-73
1411801756067,-85
1411801756095,-85
1411801756403,-82
1411801756424,-82
1411801757126,-75
1411801757162,-75
1411801757591,-76
1411801757638,-76
1411801757824,-80
1411801757852,-80
1411801758557,-76
1411801758591,-76
1411801759305,-84
1411801759326,-84
1411801759593,-74
1411801759620,-74
1411801760061,-78
1411801760083,-78
1411801760335,-73
1411801760355,-73
1411801760687,-77
1411801760709,-77
1411801761404,-79
1411801761436,-79
1411801761762,-87
1411801761798,-87
1411801762190,-81
1411801762331,-81
1411801763161,-88
1411801763189,-88
1411801765227,-79
1411801765387,-79
1411801765931,-80
1411801765961,-80
1411801766293,-81
1411801766326,-81
1411801766638,-82
1411801766664,-82
1411801767776,-75
1411801767797,-75
1411801768053,-74
1411801768082,-74
1411801768417,-74
1411801768447,-74
1411801768767,-80
1411801768790,-80
1411801769484,-79
1411801769508,-79
1411801769831,-74
1411801769859,-74
1411801770537,-74
1411801770561,-74
1411801770938,-73
1411801770967,-73
1411801771258,-74
1411801771287,-74
1411801773025,-76
1411801773048,-76
1411801773387,-80
1411801773415,-80
1411801774088,-75
1411801774119,-75
1411801774445,-73
1411801774474,-73
1411801775149,-82
1411801775179,-82
1411801775504,-74
1411801775534,-74
1411801775858,-75
1411801775914,-75
1411801776210,-81
1411801776230,-81
1411801776927,-72
1411801776958,-72
1411801777332,-81
1411801777355,-81
1411801779055,-89
1411801779088,-89
1411801780451,-78
1411801780484,-78
1411801781651,-76
1411801781683,-76
1411801781867,-78
1411801781893,-78
1411801782312,-81
1411801782349,-81
1411801784341,-79
1411801784366,-79
1411801785120,-77
1411801785150,-77
1411801785804,-79
1411801785848,-79
1411801786110,-85
1411801786139,-85
1411801786464,-88
1411801786485,-88
1411801787225,-79
1411801787884,-81
1411801787908,-81
1411801788252,-82
1411801788360,-82
1411801788950,-80
1411801788970,-80
1411801789309,-83
1411801789332,-83
1411801789667,-86
1411801789742,-86
1411801790391,-77
1411801790747,-76
1411801790898,-76
1411801792535,-79
1411801792561,-79
1411801793579,-81
1411801793702,-81
1411801794658,-77
1411801794733,-77
1411801795336,-80
1411801795358,-80
1411801796167,-77
1411801796194,-77
1411801796759,-77
1411801796795,-77
1411801797120,-87
1411801797144,-87
1411801798226,-81
1411801798278,-81
1411801798576,-77
1411801798602,-77
1411801799249,-78
1411801799272,-78
1411801800332,-80
1411801800380,-80
1411801801052,-82
1411801801074,-82
1411801801731,-82
1411801801751,-82
1411801802441,-79
1411801802471,-79
1411801802877,-81
1411801802898,-81
1411801803156,-86
1411801803180,-86
1411801803521,-84
1411801803556,-84
1411801803903,-79
1411801804043,-79
1411801804944,-78
1411801804985,-78
1411801805295,-82
1411801805322,-82
1411801805665,-80
1411801805695,-80
1411801806368,-81
1411801806405,-81
1411801806830,-79
1411801806853,-79
1411801808887,-81
1411801808909,-81
1411801809303,-82
1411801809324,-82
1411801809533,-81
1411801809557,-81
1411801810243,-80
1411801810269,-80
1411801810591,-78
1411801810614,-78
1411801810949,-82
1411801810971,-82
1411801811738,-82
1411801811759,-82
1411801812048,-83
1411801812087,-83
1411801813446,-79
1411801813465,-79
1411801813794,-86
1411801813817,-86
1411801814873,-79
1411801814903,-79
1411801815576,-78
1411801815659,-78
1411801816653,-78
1411801816674,-78
1411801817119,-80
1411801817140,-80
1411801818056,-77
1411801818077,-77
1411801819132,-80
1411801819154,-80
1411801819529,-79
1411801819579,-79
1411801820185,-91
1411801820213,-91
1411801820539,-78
1411801820558,-78
1411801821995,-78
1411801822032,-78
1411801823755,-82
1411801823833,-82
1411801826597,-80
1411801828356,-79
1411801828383,-79
1411801828766,-85
1411801828790,-85
1411801829785,-79
1411801829818,-79
1411801830524,-80
1411801830550,-80
1411801830855,-78
1411801830878,-78
1411801831909,-77
1411801831934,-77
1411801832283,-80
1411801832302,-80
1411801832598,-80
1411801832617,-80
1411801832985,-81
1411801833012,-81
1411801833326,-81
1411801833379,-81
1411801834076,-78
1411801834101,-78
1411801834370,-80
1411801834392,-80
1411801835791,-83
1411801835829,-83
1411801836132,-81
1411801836152,-81
1411801837569,-83
1411801837588,-83
1411801838058,-80
1411801838078,-80
1411801838260,-78
1411801838287,-78
1411801839353,-79
1411801839380,-79
1411801839751,-83
1411801839771,-83
1411801841141,-78
1411801841161,-78
1411801841818,-79
1411801841837,-79
1411801842219,-77
1411801842239,-77
1411801843702,-78
1411801843729,-78
1411801844300,-82
1411801844400,-82
1411801844649,-80
1411801844675,-80
1411801846097,-80
1411801846784,-80
1411801846805,-80
1411801850734,-83
1411801850766,-83
1411801851826,-80
1411801851852,-80
1411801853242,-82
1411801853267,-82
1411801854347,-76
1411801854371,-76
1411801857804,-80
1411801857868,-80
1411801858229,-80
1411801858248,-80
1411801860678,-78
1411801860710,-78
1411801861759,-77
1411801861790,-77
1411801862453,-80
1411801862489,-80
1411801863492,-79
1411801863512,-79
1411801865255,-82
1411801865281,-82
1411801866351,-81
1411801866383,-81
1411801867025,-88
1411801867106,-88
1411801867744,-80
1411801867777,-80
1411801868209,-81
1411801868819,-82
1411801868844,-82
1411801869189,-83
1411801869225,-83
1411801870251,-80
1411801870276,-80
1411801871664,-81
1411801871687,-81
1411801872709,-77
1411801872731,-77
1411801873225,-81
1411801873244,-81
1411801873427,-78
1411801873451,-78
1411801873916,-79
1411801873936,-79
1411801874133,-78
1411801874155,-78
1411801874509,-81
1411801874544,-81
1411801874856,-80
1411801874929,-80
1411801875930,-77
1411801875951,-77
1411801876302,-78
1411801877341,-79
1411801877374,-79
1411801878395,-79
1411801878422,-79
1411801878772,-78
1411801878816,-78
1411801879473,-80
1411801879520,-80
1411801880175,-77
1411801880200,-77
1411801880531,-81
1411801880562,-81
1411801881958,-80
1411801882117,-80
1411801884076,-84
1411801884109,-84
1411801884414,-80
1411801884434,-80
1411801884764,-78
1411801884791,-78
1411801885868,-79
1411801885900,-79
1411801886906,-79
1411801886943,-79
1411801887301,-80
1411801887324,-80
1411801887628,-80
1411801887668,-80
1411801888023,-78
1411801888044,-78
1411801888328,-80
1411801888357,-80
1411801889034,-78
1411801889064,-78
1411801889745,-89
1411801889775,-89
1411801891544,-82
1411801891588,-82
1411801892228,-84
1411801892246,-84
1411801894005,-85
1411801894031,-85
1411801894723,-81
1411801894755,-81
1411801895079,-87
1411801895111,-87
1411801895436,-87
1411801895469,-87
1411801895919,-86
1411801895952,-86
1411801896212,-84
1411801896233,-84
1411801896484,-80
1411801896520,-80
1411801896843,-79
1411801896876,-79
1411801897193,-82
1411801897225,-82
1411801899668,-80
1411801899710,-80
1411801900391,-78
1411801900423,-78
1411801901802,-79
1411801901892,-79
1411801902551,-79
1411801902589,-79
1411801903726,-77
1411801903747,-77
1411801903959,-77
1411801903996,-77
1411801904293,-78
1411801904325,-78
1411801904643,-80
1411801904692,-80
1411801907122,-79
1411801907161,-79
1411801909337,-78
1411801909368,-78
1411801910001,-77
1411801910031,-77
1411801910329,-78
1411801910354,-78
1411801911071,-76
1411801911202,-76
1411801911749,-78
1411801911879,-78
1411801913177,-80
1411801913196,-80
1411801914602,-80
1411801914627,-80
1411801915273,-81
1411801915305,-81
1411801915983,-80
1411801916009,-80
1411801919184,-78
1411801919619,-82
1411801921312,-80
1411801921363,-80
1411801925772,-81
1411801925928,-81
1411801926358,-82
1411801926378,-82
1411801926728,-80
1411801926753,-80
1411801927020,-78
1411801927061,-78
1411801927731,-85
1411801927761,-85
1411801928170,-84
1411801928213,-84
1411801928620,-78
1411801928643,-78
1411801929257,-80
1411801929282,-80
1411801929503,-80
1411801929523,-80
1411801929901,-79
1411801929923,-79
1411801930214,-81
1411801930267,-81
1411801930649,-82
1411801930765,-82
1411801933059,-78
1411801933400,-78
1411801933424,-78
1411801933743,-82
1411801933769,-82
1411801935192,-82
1411801935525,-81
1411801935570,-81
1411801935880,-78
1411801935916,-78
1411801936238,-78
1411801936265,-78
1411801936570,-81
1411801937989,-80
1411801938023,-80
1411801938347,-78
1411801938389,-78
1411801939768,-80
1411801940468,-80
1411801940491,-80
1411801942240,-80
1411801942267,-80
1411801942617,-80
1411801942715,-80
1411801944720,-77
1411801944751,-77
1411801945081,-80
1411801945119,-80
1411801945799,-79
1411801945834,-79
1411801946148,-76
1411801946203,-76
1411801947916,-81
1411801947948,-81
1411801948679,-81
1411801948703,-81
1411801948993,-77
1411801949026,-77
1411801949358,-78
1411801949408,-78
1411801951111,-81
1411801951140,-81
1411801951462,-78
1411801951485,-78
1411801952536,-80
1411801952556,-80
1411801952884,-81
1411801952923,-81
1411801953238,-80
1411801953274,-80
1411801955016,-80
1411801955040,-80
1411801955369,-81
1411801955405,-81
1411801956080,-78
1411801956112,-78
1411801956806,-78
1411801956831,-78
1411801957850,-88
1411801957887,-88
1411801959266,-74
1411801959287,-74
1411801960339,-86
1411801960377,-86
1411801963940,-79
1411801963964,-79
1411801964231,-79
1411801964267,-79
1411801964952,-74
1411801964987,-74
1411801965392,-79
1411801965427,-79
1411801965655,-78
1411801965750,-78
1411801967767,-77
1411801968123,-78
1411801968144,-78
1411801968482,-78
1411801968510,-78
1411801968827,-80
1411801968849,-80
1411801969184,-79
1411801969207,-79
1411801969894,-75
1411801969915,-75
1411801970251,-83
1411801970287,-83
1411801970625,-77
1411801970658,-77
1411801970959,-78
1411801970981,-78
1411801972013,-85
1411801972052,-85
1411801972363,-73
1411801972387,-73
1411801973099,-73
1411801973137,-73
1411801973436,-85
1411801973470,-85
1411801973864,-77
1411801973883,-77
1411801974874,-77
1411801974909,-77
1411801975222,-78
1411801975263,-78
1411801975613,-74
1411801975635,-74
1411801975935,-73
1411801975971,-73
1411801976645,-74
1411801976673,-74
1411801977002,-72
1411801977029,-72
1411801977358,-73
1411801977388,-73
1411801978074,-86
1411801978110,-86
1411801978412,-77
1411801978443,-77
1411801979469,-73
1411801979500,-73
1411801980577,-71
1411801980615,-71
1411801980905,-77
1411801980938,-77
1411801981607,-70
1411801981682,-70
1411801982323,-76
1411801983015,-78
1411801983039,-78
1411801984072,-81
1411801984092,-81
1411801984497,-75
1411801984525,-75
1411801984992,-71
1411801985018,-71
1411801985140,-76
1411801985166,-76
1411801985915,-74
1411801985936,-74
1411801986200,-80
1411801986224,-80
1411801986564,-81
1411801986589,-81
1411801986921,-87
1411801986946,-87
1411801988357,-72
1411801988378,-72
1411801988687,-75
1411801988730,-75
1411801989427,-72
1411801989508,-72
1411801990488,-87
1411801990525,-87
1411801991534,-74
1411801991565,-74
1411801991902,-80
1411801991938,-80
1411801992602,-80
1411801992624,-80
1411801992965,-81
1411801992998,-81
1411801993365,-82
1411801993484,-82
1411801993676,-72
1411801993697,-72
1411801994016,-75
1411801994039,-75
1411801994372,-74
1411801994393,-74
1411801994726,-77
1411801994754,-77
1411801995078,-76
1411801995157,-76
1411801995826,-82
1411801995880,-82
1411801996494,-76
1411801996520,-76
1411801996850,-83
1411801996876,-83
1411801997211,-82
1411801997243,-82
1411801998990,-79
1411801999015,-79
1411801999701,-76
1411801999735,-76
1411802000052,-78
1411802000073,-78
1411802000435,-80
1411802000465,-80
1411802000765,-81
1411802000786,-81
1411802001121,-77
1411802001152,-77
1411802002563,-77
1411802002705,-77
1411802002892,-71
1411802002918,-71
1411802003250,-74
1411802003273,-74
1411802003605,-79
1411802003627,-79
1411802003957,-73
1411802003981,-73
1411802004310,-79
1411802004338,-79
1411802004734,-74
1411802004755,-74
1411802005380,-78
1411802005416,-78
1411802005727,-78
1411802005761,-78
1411802007194,-77
1411802007221,-77
1411802007507,-69
1411802007528,-69
1411802007872,-69
1411802007902,-69
1411802008579,-77
1411802008605,-77
1411802008934,-76
1411802008973,-76
1411802009685,-78
1411802009708,-78
1411802010004,-78
1411802010044,-78
1411802010390,-71
1411802010437,-71
1411802011078,-77
1411802011114,-77
1411802011453,-78
1411802011487,-78
1411802011875,-76
1411802011927,-76
1411802012490,-70
1411802012519,-70
1411802013201,-71
1411802013228,-71
1411802014999,-75
1411802015034,-75
1411802015340,-74
1411802015362,-74
1411802016069,-75
1411802016100,-75
1411802016494,-82
1411802016528,-82
1411802016794,-76
1411802016824,-76
1411802017140,-70
1411802017194,-70
1411802017562,-78
1411802017597,-78
1411802017829,-75
1411802017865,-75
1411802019660,-74
1411802019682,-74
1411802019951,-77
1411802019977,-77
1411802020302,-71
1411802020327,-71
1411802020653,-70
1411802020679,-70
1411802021020,-75
1411802021055,-75
1411802022469,-75
1411802022570,-75
1411802024205,-71
1411802025257,-78
1411802025288,-78
1411802025626,-76
1411802025675,-76
1411802026687,-70
1411802026718,-70
1411802027036,-77
1411802027149,-77
1411802027394,-77
1411802027754,-79
1411802027776,-79
1411802028091,-76
1411802028115,-76
1411802028448,-75
1411802028470,-75
1411802028802,-75
1411802028838,-75
1411802029549,-75
1411802029571,-75
1411802029861,-71
1411802029881,-71
1411802030215,-75
1411802030241,-75
1411802030570,-75
1411802030590,-75
1411802030925,-74
1411802030953,-74
1411802031699,-70
1411802031721,-70
1411802031997,-74
1411802032024,-74
1411802032347,-70
1411802032372,-70
1411802032709,-75
1411802032743,-75
1411802033408,-69
1411802033432,-69
1411802033811,-77
1411802033843,-77
1411802034474,-77
1411802034503,-77
1411802034821,-70
1411802034842,-70
1411802035214,-70
1411802035278,-70
1411802035534,-70
1411802035566,-70
1411802035887,-76
1411802035926,-76
1411802036307,-77
1411802036333,-77
1411802036587,-75
1411802036612,-75
1411802036949,-75
1411802036970,-75
1411802037300,-76
1411802037337,-76
1411802037694,-75
1411802037714,-75
1411802038033,-71
1411802038070,-71
1411802038406,-75
1411802038427,-75
1411802038722,-76
1411802038749,-76
1411802040154,-77
1411802040197,-77
1411802040512,-76
1411802040548,-76
1411802041603,-75
1411802041628,-75
1411802042289,-77
1411802042321,-77
1411802042656,-75
1411802042697,-75
1411802043354,-75
1411802043398,-75
1411802043713,-76
1411802043752,-76
1411802044075,-74
1411802044107,-74
1411802044445,-75
1411802044528,-75
1411802044774,-71
1411802044800,-71
1411802045533,-77
1411802045552,-77
1411802045947,-71
1411802045994,-71
1411802046193,-78
1411802046222,-78
1411802046954,-78
1411802046986,-78
1411802047277,-76
1411802047305,-76
1411802047619,-69
1411802047657,-69
1411802047968,-74
1411802048015,-74
1411802048422,-75
1411802048472,-75
1411802048680,-70
1411802048705,-70
1411802049044,-70
1411802049080,-70
1411802049394,-70
1411802049424,-70
1411802050572,-74
1411802050596,-74
1411802050805,-68
1411802050889,-68
1411802051166,-69
1411802051205,-69
1411802051536,-76
1411802051875,-75
1411802051909,-75
1411802052236,-70
1411802052282,-70
1411802052992,-76
1411802053019,-76
1411802053317,-75
1411802053365,-75
1411802054012,-70
1411802054042,-70
1411802054383,-77
1411802054423,-77
1411802054719,-71
1411802054754,-71
1411802055183,-77
1411802055206,-77
1411802055432,-78
1411802055464,-78
1411802055790,-76
1411802055839,-76
1411802056145,-76
1411802056170,-76
1411802056862,-70
1411802056890,-70
1411802057211,-71
1411802057250,-71
1411802057915,-76
1411802057939,-76
1411802058275,-76
1411802058324,-76
1411802058637,-77
1411802058677,-77
1411802058987,-76
1411802059038,-76
1411802059371,-77
1411802059396,-77
1411802059734,-71
1411802059755,-71
1411802060037,-76
1411802060067,-76
1411802060403,-75
1411802060489,-75
1411802061468,-79
1411802061503,-79
1411802061916,-78
1411802061947,-78
1411802062258,-78
1411802062279,-78
1411802062520,-76
1411802062555,-76
1411802062874,-71
1411802062899,-71
1411802063230,-71
1411802063260,-71
1411802063579,-76
1411802063608,-76
1411802063940,-75
1411802063996,-75
1411802064435,-76
1411802064460,-76
1411802064644,-77
1411802064685,-77
1411802065720,-74
1411802065753,-74
1411802066083,-74
1411802066125,-74
1411802066417,-74
1411802066450,-74
1411802066846,-75
1411802066874,-75
1411802067119,-71
1411802067144,-71
1411802067474,-73
1411802067498,-73
1411802067841,-72
1411802067873,-72
1411802068289,-70
1411802068310,-70
1411802068543,-71
1411802068567,-71
1411802069256,-74
1411802069277,-74
1411802069613,-74
1411802069650,-74
1411802070328,-74
1411802070363,-74
1411802070675,-70
1411802070700,-70
1411802071027,-75
1411802071059,-75
1411802071750,-76
1411802071783,-76
1411802072127,-71
1411802072171,-71
1411802072812,-77
1411802072846,-77
1411802073192,-70
1411802073231,-70
1411802073921,-77
1411802073941,-77
1411802074232,-78
1411802074266,-78
1411802074603,-77
1411802074633,-77
1411802074944,-77
1411802074976,-77
1411802075293,-77
1411802075325,-77
1411802076110,-77
1411802076135,-77
1411802076364,-71
1411802076385,-71
1411802076727,-71
1411802076829,-71
1411802078218,-74
1411802078240,-74
1411802078496,-71
1411802078520,-71
1411802078855,-76
1411802078887,-76
1411802079560,-76
1411802079602,-76
1411802080261,-76
1411802080305,-76
1411802080616,-71
1411802080639,-71
1411802082039,-75
1411802082069,-75
1411802082798,-80
1411802082862,-80
1411802083101,-71
1411802083124,-71
1411802083463,-71
1411802083501,-71
1411802084166,-71
1411802084201,-71
1411802084518,-76
1411802084538,-76
1411802084882,-71
1411802084904,-71
1411802085251,-71
1411802085456,-71
1411802085992,-77
1411802086017,-77
1411802086288,-75
1411802086313,-75
1411802086664,-70
1411802086698,-70
1411802087361,-69
1411802087409,-69
1411802088073,-70
1411802088095,-70
1411802088790,-70
1411802089143,-70
1411802089620,-70
1411802089640,-70
1411802089841,-76
1411802089865,-76
1411802090202,-75
1411802090224,-75
1411802091284,-70
1411802091366,-70
1411802091632,-76
1411802091776,-76
1411802092049,-70
1411802092069,-70
1411802092374,-75
1411802092398,-75
1411802092702,-73
1411802092726,-73
1411802093065,-73
1411802093104,-73
1411802093416,-70
1411802093456,-70
1411802093762,-74
1411802093792,-74
1411802094841,-76
1411802094872,-76
1411802095240,-75
1411802095276,-75
1411802095895,-74
1411802095932,-74
1411802096239,-74
1411802096265,-74
1411802096953,-70
1411802096987,-70
1411802097310,-74
1411802097351,-74
1411802098039,-74
1411802098079,-74
1411802098374,-74
1411802098395,-74
1411802098850,-76
1411802098874,-76
1411802099081,-77
1411802099102,-77
1411802099440,-75
1411802099467,-75
1411802101211,-70
1411802101922,-77
1411802101961,-77
1411802102273,-76
1411802102311,-76
1411802102631,-74
1411802102687,-74
1411802104398,-76
1411802104424,-76
1411802105463,-76
1411802105509,-76
1411802105846,-74
1411802105883,-74
1411802106331,-69
1411802106350,-69
1411802106518,-76
1411802106539,-76
1411802107232,-76
1411802107263,-76
1411802107592,-75
1411802107625,-75
1411802107949,-76
1411802107982,-76
1411802108671,-74
1411802108719,-74
1411802109354,-76
1411802109378,-76
1411802110058,-75
1411802110081,-75
1411802110788,-73
1411802110812,-73
1411802111128,-69
1411802111147,-69
1411802111502,-69
1411802111522,-69
1411802111832,-70
1411802111867,-70
1411802112188,-70
1411802112217,-70
1411802113260,-75
1411802113282,-75
1411802113636,-70
1411802113682,-70
1411802113990,-74
1411802114047,-74
1411802114314,-70
1411802114338,-70
1411802114728,-70
1411802114765,-70
1411802115424,-77
1411802115458,-77
1411802115740,-74
1411802115808,-74
1411802116137,-76
1411802116172,-76
1411802116828,-76
1411802116875,-76
1411802117174,-70
1411802117213,-70
1411802117883,-78
1411802117916,-78
1411802118239,-70
1411802118264,-70
1411802119013,-71
1411802119045,-71
1411802119299,-72
1411802119322,-72
1411802120134,-79
1411802120153,-79
1411802121112,-76
1411802121193,-76
1411802121436,-75
1411802121469,-75
1411802121795,-70
1411802121830,-70
1411802122238,-75
1411802122273,-75
1411802123568,-75
1411802123589,-75
1411802123922,-74
1411802123941,-74
1411802124283,-76
1411802124316,-76
1411802124640,-75
1411802124677,-75
1411802125707,-76
1411802125750,-76
1411802126517,-77
1411802126553,-77
1411802126781,-71
1411802126815,-71
1411802127854,-75
1411802127886,-75
1411802128208,-77
1411802128247,-77
1411802128548,-79
1411802128572,-79
1411802128908,-78
1411802128944,-78
1411802129299,-72
1411802129337,-72
1411802129618,-78
1411802129656,-78
1411802130057,-76
1411802130081,-76
1411802130332,-71
1411802130376,-71
1411802130733,-79
1411802130762,-79
1411802131031,-77
1411802131083,-77
1411802131817,-75
